unique_video_id,filename,Number_of_vertice,Number_of_edge,in_degree,out_degree,betweenness,density,transitivity,reciprocity,constraint,Number_of_topics,Content_type,Verified_status,Number_of_thumbs,Number_of_transmits,Number_of_comments,Followee,Follower,Publisher,Government_account,Unnamed: 12,Video_duration,Publish_date,Number_of_views,Video_length,nowtime,Published_days
181,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/二氧化碳对气候变化真的有影响吗？.csv.csv,270,805,269,269,71829,0.0110835742806003,0.0170940170940171,0.67843631778058,0.984892497589098,10,2,1,8025,144,415,14,219000,戴博士实验室,2,https://www.bilibili.com/video/BV1mV411m7ce?from=search&seid=6075194328091201621,00:03:50,2020-09-18 20:05:25,57000,230,2022-01-09 14:08:02.086693,477
182,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/福克斯主播：民主党警告气候变化，这就像“天上的系统性种族主义”.csv.csv,802,2429,801,801,639110,0.0037811214784511,0.0056829116169286,0.662525879917184,0.994683417305256,20,1,1,15000,142,1126,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1E64y1F7DH?from=search&seid=6075194328091201621,00:00:55,2020-09-13 11:23:21,282000,55,2022-01-09 14:08:02.086693,483
183,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/盖茨否认马斯克是新乔布斯：一个是工程师 一个是天才 不要混为一谈.csv.csv,74,229,73,73,5067,0.0423917067752684,0.0643885907935611,0.669642857142857,0.945767144407962,2,3,1,119,11,201,2,28000,第一财经,2,https://www.bilibili.com/video/BV1t54y1y7jJ?from=search&seid=6075194328091201621,00:01:22,2020-09-22 11:15:36,17000,82,2022-01-09 14:08:02.086693,474
184,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/刚刚否决环保议案，威尼斯议会就被洪水淹了.csv.csv,939,2831,938,938,877019,0.0032141892091346,0.0046195165622202,0.664303438496987,0.995664829520678,11,1,1,13000,417,1233,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1kJ411D7gR?from=search&seid=6075194328091201621,00:00:58,2019-11-15 14:44:20,256000,58,2022-01-09 14:08:02.086693,785
185,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/共和党女议员：尼安德特人有很多优点，拜登应该重新考虑他说的话.csv.csv,474,1457,473,473,221583,0.0064986039375206,0.0109571956705715,0.678129298486933,0.993214805565366,4,1,1,11000,147,637,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1uy4y1a7JY?from=search&seid=6075194328091201621,00:01:00,2021-03-05 17:55:00,120000,60,2022-01-09 14:08:02.086693,309
186,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/关于瑞典环保少女的一点吐槽，人的需求和保护自然环境矛盾吗？这个世界还能不能好了.csv.csv,627,1918,626,626,389557,0.0048865993039525,0.0068039630100339,0.6610348468849,0.993370024522897,20,1,2,6472,178,839,206,13000,憨憨本性,2,https://www.bilibili.com/video/BV1BE41167gQ?from=search&seid=6075194328091201621,00:05:42,2019-10-20 19:17:43,119000,342,2022-01-09 14:08:02.086693,811
187,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/国家地理|骨瘦如柴，令人心碎！快要饿死的北极熊.csv.csv,401,1210,400,400,158764,0.0075436408977556,0.0110191772347665,0.677994902293968,0.989967532936361,12,2,2,483,394,1605,0,3320,脑力汁视频,2,https://www.bilibili.com/video/BV1CW411h7dJ?from=search&seid=6075194328091201621,00:01:22,2017-12-12 18:17:12,93000,82,2022-01-09 14:08:02.086693,1488
188,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/国外嘉宾教授  疯 狂 打 脸  现场环保主义者 ，表示让发展中国家提升营养，穷人摆脱贫困才是关键.csv.csv,950,2904,949,949,897775,0.0032211191836282,0.0050178311582915,0.692467173462336,0.996154162328123,15,1,2,22000,2337,1604,58,26000,ZanderT赞,2,https://www.bilibili.com/video/BV14b4y1C78b?from=search&seid=6075194328091201621,00:06:30,2021-06-27 14:12:44,459000,390,2022-01-09 14:08:02.086693,195
189,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/果然，G7宣布了！反华阵营成型，默克尔让人失望了！中国大挑战.csv.csv,164,485,163,163,26222,0.0181430495286548,0.0239459680720426,0.679089026915114,0.978195749412715,1,1,1,1678,63,204,2,105000,邱震海,2,https://www.bilibili.com/video/BV14f4y187XZ?from=search&seid=6075194328091201621,00:11:27,2021-06-14 15:30:35,113000,687,2022-01-09 14:08:02.086693,208
190,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/海平面上涨也“美国优先”？特朗普政府再出迷之操作.csv.csv,544,1636,543,543,293221,0.0055384032065865,0.0081573872190862,0.667076923076923,0.993493706747517,12,1,1,19000,154,689,19,7898000,央视新闻,1,https://www.bilibili.com/video/BV1N54y1U7Py?from=search&seid=6075194328091201621,00:02:02,2020-08-12 19:49:08,268000,122,2022-01-09 14:08:02.086693,514
191,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/和蔼老人 获奖感言 2021年诺贝尔物理学奖 真锅淑郎.csv.csv,247,742,246,246,59627,0.0122115796056746,0.0225408553002317,0.698240866035183,0.990808198034106,10,2,2,1990,126,520,54,387,東京暖男,2,https://www.bilibili.com/video/BV15U4y1w7AQ?from=search&seid=6075194328091201621,00:00:46,2021-10-05 22:59:37,107000,46,2022-01-09 14:08:02.086693,95
192,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/华春莹历数美国“退群”记录：赤裸裸的霸权主义和双重标准.csv.csv,144,424,143,143,20012,0.0205905205905206,0.0284694969675348,0.684210526315789,0.980461741710569,1,1,1,3672,79,181,178,1912000,中国日报,1,https://www.bilibili.com/video/BV1ui4y137W2?from=search&seid=6075194328091201621,00:06:23,2020-07-16 21:07:32,23000,383,2022-01-09 14:08:02.086693,541
193,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/环保少女怒斥美议员：你们还能逍遥法外多久.csv.csv,3504,10555,3503,3503,12262957,0.000859911986725,0.0010491314841697,0.66704610130905,0.998224337642231,17,1,1,29000,516,3865,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1xv411L7gz?from=search&seid=6075194328091201621,00:02:23,2021-04-23 10:37:39,662000,143,2022-01-09 14:08:02.086693,261
194,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/环保组织全球多地示威，数百人被捕.csv.csv,2455,7449,2454,2454,6014293,0.0012364367913394,0.0017034804364556,0.660384977789743,0.997720816770816,19,1,1,15000,817,2954,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1SE411Z7Yp?from=search&seid=6075194328091201621,00:00:54,2019-10-08 10:25:31,319000,54,2022-01-09 14:08:02.086693,824
195,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/火灾肆虐！澳大利亚上千只考拉死亡，或面临功能性灭绝.csv.csv,567,1724,566,566,318626,0.00537202186201,0.0083232358202065,0.661592505854801,0.99302914819802,14,2,1,4572,242,795,178,1912000,中国日报,1,https://www.bilibili.com/video/BV15J411R75i?from=search&seid=6075194328091201621,00:01:20,2019-11-25 10:56:41,112000,80,2022-01-09 14:08:02.086693,776
196,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/记者实探抽水蓄能电站：耗资30亿元，造个超级“充电宝”.csv.csv,138,428,137,137,18059,0.0226383158785571,0.0405833253381944,0.701176470588235,0.980095159328244,5,2,1,1953,57,246,16,1025000,新华社快看,1,https://www.bilibili.com/video/BV1CR4y1p7bv?from=search&seid=6075194328091201621,00:02:19,2021-09-28 14:24:08,18000,139,2022-01-09 14:08:02.086693,102
197,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/加州官员呼吁用科学处理山火危机  特朗普：科学啥也不懂，会凉快的.csv.csv,1422,4298,1421,1421,2014947,0.0021270256975189,0.0029619326901995,0.663396402709647,0.996446178267055,19,1,1,16000,780,1669,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1wD4y1o7S7?from=search&seid=6075194328091201621,00:01:15,2020-09-15 10:26:09,363000,75,2022-01-09 14:08:02.086693,481
198,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/今天，美国正式退出巴黎协定.csv.csv,188,556,187,187,34584,0.0158152235749232,0.0225595128252445,0.672694394213382,0.976192003182486,3,1,1,2665,51,223,274,868000,国防时报TV,1,https://www.bilibili.com/video/BV1ip4y1k77J?from=search&seid=6075194328091201621,00:01:18,2020-11-04 10:49:52,32000,78,2022-01-09 14:08:02.086693,431
199,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/旧瓶装新酒，特朗普“百日新政”新在哪里？.csv.csv,296,872,295,295,86157,0.0099862574438845,0.0130840232181939,0.681344148319815,0.98945531055354,3,1,1,161,71,377,13,4444000,张召忠,2,https://www.bilibili.com/video/BV1Us411W7wH?from=search&seid=6075194328091201621,00:24:29,2016-11-25 00:59:35,97000,1469,2022-01-09 14:08:02.086693,1871
200,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/开玩笑？为平衡自然，英首相提议可以把人喂给动物吃.csv.csv,1885,5682,1884,1884,3545240,0.0015999594519251,0.0019166439422296,0.669487043892121,0.997191101555907,8,1,1,30000,1752,2146,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1sh41187WA?from=search&seid=6075194328091201621,00:00:43,2021-10-26 10:07:52,456000,43,2022-01-09 14:08:02.086693,75
201,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/科学家警告：地球将迎来30年小冰河期，全球变暖停止，是真的吗？.csv.csv,138,420,137,137,18265,0.0222151697873691,0.0396263798471554,0.682692307692308,0.980820393918258,5,2,2,576,137,184,4,658,钚科学,2,https://www.bilibili.com/video/BV1V5411s78X?from=search&seid=6075194328091201621,00:02:30,2020-05-20 19:15:35,48000,150,2022-01-09 14:08:02.086693,598
202,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/克里：美国将在气候问题上与中国合作.csv.csv,284,854,283,283,79179,0.0106255910018414,0.0141720659394735,0.669014084507042,0.986698312720129,3,1,1,2402,20,317,178,1912000,中国日报,1,https://www.bilibili.com/video/BV1NN411o7YP?from=search&seid=6075194328091201621,00:01:23,2021-01-28 10:14:38,23000,83,2022-01-09 14:08:02.086693,346
203,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/恐龙在联合国发言：人类不要自我灭绝.csv.csv,2098,6391,2097,2097,4391931,0.0014526630944474,0.0020321069143187,0.664890282131661,0.997636661165485,17,2,1,31000,940,2474,42,7194000,观察者网,1,https://www.bilibili.com/video/BV15F411e7L2?from=search&seid=6075194328091201621,00:02:24,2021-10-29 15:51:42,414000,144,2022-01-09 14:08:02.086693,71
204,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/哭了！16岁瑞典少女请求欧盟：巴黎圣母院需要修复，地球也一样！获全场起立鼓掌.csv.csv,1404,4195,1403,1403,1964224,0.0021296448595094,0.0026123451150573,0.677458323266489,0.996637994730919,7,1,2,2925,902,4834,26,7713,英语演讲视频精选,2,https://www.bilibili.com/video/BV1cb411G7cg?from=search&seid=6075194328091201621,00:04:11,2019-04-22 20:31:32,439000,251,2022-01-09 14:08:02.086693,992
205,/Users/liyuhan/python_practice/NetworkCons/CCvideo_matrix/立志“干净又卫生”，印度能做到吗？【消化一下】.csv.csv,594,1770,593,593,349801,0.0050249544347352,0.0072426953743318,0.677236693091733,0.993298261828997,9,1,1,39000,293,659,42,7194000,观察者网,1,https://www.bilibili.com/video/BV1B341187ce?from=search&seid=6075194328091201621,00:15:43,2021-11-17 18:35:05,495000,943,2022-01-09 14:08:02.086693,52
